,school,district,county,enroll_12,num_takers_12,enroll_11,num_takers_11,benchmark_12,percent_12,benchmark_11,percent_11
1259,Clovis North High,Clovis Unified,Fresno,576,244,610,318,196.0,80.33,269.0,84.59
1260,Columbus (Christopher) High,Downey Unified,Los Angeles,236,0,63,2,0.0,0.0,7.0,7.0
1261,Opportunities for Learning - Duarte,Duarte Unified,Los Angeles,78,13,116,20,7.0,7.0,6.0,30.0
1262,Dr. Maya Angelou Community High,Los Angeles Unified,Los Angeles,147,97,234,224,6.0,6.19,4.0,1.79
1263,South High,Torrance Unified,Los Angeles,550,226,505,246,187.0,82.74,210.0,85.37
1264,Buhach Colony High,Merced Union High,Merced,412,137,508,143,45.0,32.85,58.0,40.56
1265,Del Campo High,San Juan Unified,Sacramento,371,95,412,74,41.0,43.16,57.0,77.03
1266,Encina Preparatory High,San Juan Unified,Sacramento,149,13,165,7,7.0,7.0,7.0,7.0
1267,San Diego SCPA,San Diego Unified,San Diego,165,96,203,85,46.0,47.92,51.0,60.0
1268,Hayward High,Hayward Unified,Alameda,355,135,383,75,46.0,34.07,40.0,53.33
1269,Arcata High,Northern Humboldt Union High,Humboldt,210,58,219,83,40.0,68.97,60.0,72.29
1270,Magnolia Science Academy 5,Los Angeles County Office of Education,Los Angeles,0,0,11,7,0.0,0.0,7.0,7.0
1271,Renaissance Arts Academy,Los Angeles Unified,Los Angeles,44,14,47,30,7.0,7.0,13.0,43.33
1272,Animo Venice Charter High,Los Angeles Unified,Los Angeles,132,24,160,134,10.0,41.67,32.0,23.88
1273,Orthopaedic Hospital,Los Angeles Unified,Los Angeles,168,134,180,189,39.0,29.1,62.0,32.8
1274,Orange Vista High,Val Verde Unified,Riverside,407,385,622,585,37.0,9.61,70.0,11.97
1275,Sweetwater Secondary,SBE - Sweetwater Secondary,San Diego,78,1,29,2,7.0,7.0,7.0,7.0
1276,Livermore High,Livermore Valley Joint Unified,Alameda,437,132,480,171,97.0,73.48,144.0,84.21
1277,Elm High,Washington Unified,Fresno,20,0,23,0,0.0,0.0,0.0,0.0
1278,Central City Value,Los Angeles Unified,Los Angeles,105,83,98,48,10.0,12.05,11.0,22.92
1279,San Juan Hills High,Capistrano Unified,Orange,580,204,601,205,139.0,68.14,173.0,84.39
1280,Aliso Niguel High,Capistrano Unified,Orange,749,235,789,338,195.0,82.98,300.0,88.76
1281,Pleasant Grove High,Elk Grove Unified,Sacramento,556,228,624,305,187.0,82.02,274.0,89.84
1282,Sunnyside High,Fresno Unified,Fresno,620,193,647,502,31.0,16.06,70.0,13.94
1283,Arroyo High,El Monte Union High,Los Angeles,544,221,471,213,134.0,60.63,135.0,63.38
1284,El Rancho High,El Rancho Unified,Los Angeles,592,266,548,174,85.0,31.95,82.0,47.13
1285,Silver Valley High,Silver Valley Unified,San Bernardino,84,24,83,11,16.0,66.67,7.0,7.0
1286,Stockton Collegiate International Secondary,Stockton Unified,San Joaquin,48,32,54,28,14.0,43.75,16.0,57.14
1287,Taft High,Sanger Unified,Fresno,24,0,20,0,0.0,0.0,0.0,0.0
1288,John Hope Continuation,Los Angeles Unified,Los Angeles,13,0,28,16,0.0,0.0,0.0,0.0
1289,Huntington Park Senior High,Los Angeles Unified,Los Angeles,301,130,343,311,13.0,10.0,32.0,10.29
1290,Valiant Academy of Los Angeles,Acton-Agua Dulce Unified,Los Angeles,88,0,60,3,0.0,0.0,7.0,7.0
1291,Mission Academy,Acton-Agua Dulce Unified,Los Angeles,1,0,27,0,0.0,0.0,0.0,0.0
1292,Desert Mirage High,Coachella Valley Unified,Riverside,459,125,470,123,21.0,16.8,32.0,26.02
1293,SIATech,Vista Unified,San Diego,475,1,485,1,7.0,7.0,7.0,7.0
1294,North County Trade Tech High,Vista Unified,San Diego,38,1,43,1,7.0,7.0,7.0,7.0
1295,Social Justice Leadership Academy at Esteban E. Torres High No. 5,Los Angeles Unified,Los Angeles,90,55,71,71,3.0,5.45,4.0,5.63
1296,Alliance Ted K. Tajima High,Los Angeles Unified,Los Angeles,59,57,111,108,17.0,29.82,29.0,26.85
1297,Independence,Lodi Unified,San Joaquin,90,4,39,0,7.0,7.0,0.0,0.0
1298,Lodi High,Lodi Unified,San Joaquin,508,153,517,112,107.0,69.93,88.0,78.57
1299,Central Valley High,Gateway Unified,Shasta,133,24,135,20,10.0,41.67,16.0,80.0
1300,CORE Butte Charter,Butte County Office of Education,Butte,113,23,94,14,7.0,30.43,7.0,7.0
1301,Anderson W. Clark Magnet High,Glendale Unified,Los Angeles,224,92,254,103,78.0,84.78,91.0,88.35
1302,Bert Corona Charter High,Los Angeles Unified,Los Angeles,43,29,78,66,3.0,10.34,6.0,9.09
1303,Dominguez High,Compton Unified,Los Angeles,391,101,404,320,10.0,9.9,39.0,12.19
1304,Palm Springs High,Palm Springs Unified,Riverside,418,182,372,124,56.0,30.77,57.0,45.97
1305,Creative Connections Arts Academy,Twin Rivers Unified,Sacramento,34,32,46,3,10.0,31.25,7.0,7.0
1306,Highlands Community Charter,Twin Rivers Unified,Sacramento,325,0,0,0,0.0,0.0,0.0,0.0
1307,Cupertino High,Fremont Union High,Santa Clara,625,234,551,344,203.0,86.75,335.0,97.38
1308,Somerset Continuation High,Bellflower Unified,Los Angeles,129,1,51,1,7.0,7.0,7.0,7.0
1309,School for the Visual Arts and Humanities,Los Angeles Unified,Los Angeles,87,64,94,87,3.0,4.69,8.0,9.2
1310,San Diego Neighborhood Homeschools,Mountain Empire Unified,San Diego,14,0,20,0,0.0,0.0,0.0,0.0
1311,Oakview High (Alternative),Anderson Union High,Shasta,43,2,34,0,7.0,7.0,0.0,0.0
1312,Coronado High (Continuation),West Covina Unified,Los Angeles,157,2,76,0,7.0,7.0,0.0,0.0
1313,Ripon High,Ripon Unified,San Joaquin,190,72,225,96,34.0,47.22,69.0,71.88
1314,Mission Oak High,Tulare Joint Union High,Tulare,368,134,373,90,38.0,28.36,43.0,47.78
1315,Alliance Judy Ivie Burton Technology Academy High,Los Angeles Unified,Los Angeles,138,138,149,144,31.0,22.46,59.0,40.97
1316,South East High,Los Angeles Unified,Los Angeles,368,220,490,421,43.0,19.55,88.0,20.9
1317,Nova Education Center,Novato Unified,Marin,13,3,11,0,7.0,7.0,0.0,0.0
1318,Phoenix High (Continuation),Western Placer Unified,Placer,55,1,36,0,7.0,7.0,0.0,0.0
1319,The High School at Moorpark College,Moorpark Unified,Ventura,23,4,37,6,7.0,7.0,7.0,7.0
1320,California Heritage Youthbuild Academy II,Trinity County Office of Education,Trinity,36,0,20,0,0.0,0.0,0.0,0.0
1321,Benicia High,Benicia Unified,Solano,363,132,413,142,94.0,71.21,120.0,84.51
1322,La Sierra High,Tulare County Office of Education,Tulare,43,3,35,0,7.0,7.0,0.0,0.0
1323,"Escuela Popular/Center for Training and Careers, Family Learning",East Side Union High,Santa Clara,63,1,11,0,7.0,7.0,0.0,0.0
1324,James Lick High,East Side Union High,Santa Clara,267,94,287,237,19.0,20.21,52.0,21.94
1325,Mt. Pleasant High,East Side Union High,Santa Clara,307,106,326,290,49.0,46.23,74.0,25.52
1326,Oroville High,Oroville Union High,Butte,225,42,239,30,16.0,38.1,21.0,70.0
1327,Inglewood Continuation High,Inglewood Unified,Los Angeles,70,0,22,1,0.0,0.0,7.0,7.0
1328,North Salinas High,Salinas Union High,Monterey,498,118,533,84,43.0,36.44,49.0,58.33
1329,Perris Lake High (Continuation),Perris Union High,Riverside,168,2,45,0,7.0,7.0,0.0,0.0
1330,Summit View Independent Study,Riverside Unified,Riverside,132,3,95,2,7.0,7.0,7.0,7.0
1331,Millennium Charter,Tracy Joint Unified,San Joaquin,128,69,128,33,34.0,49.28,27.0,81.82
1332,George and Evelyn Stein Continuation,Tracy Joint Unified,San Joaquin,87,1,23,0,7.0,7.0,0.0,0.0
1333,El Diamante High,Visalia Unified,Tulare,461,100,507,81,53.0,53.0,56.0,69.14
1334,Kingsburg Independent Study High,Kingsburg Joint Union High,Fresno,19,0,16,0,0.0,0.0,0.0,0.0
1335,Kingsburg High,Kingsburg Joint Union High,Fresno,246,80,255,110,44.0,55.0,76.0,69.09
1336,Wasco High,Wasco Union High,Kern,391,183,394,29,40.0,21.86,16.0,55.17
1337,Trabuco Hills High,Saddleback Valley Unified,Orange,669,194,691,282,146.0,75.26,247.0,87.59
1338,Monarch,San Diego County Office of Education,San Diego,22,5,18,4,7.0,7.0,7.0,7.0
1339,Roseland Charter,Roseland,Sonoma,147,49,173,101,16.0,32.65,41.0,40.59
1340,Piner High,Santa Rosa High,Sonoma,338,86,324,50,33.0,38.37,31.0,62.0
1341,Central Unified Alternative/Opportunity,Central Unified,Fresno,92,0,63,1,0.0,0.0,7.0,7.0
1342,Reid High,Long Beach Unified,Los Angeles,154,1,54,38,7.0,7.0,0.0,0.0
1343,Educational Partnership High,Long Beach Unified,Los Angeles,563,9,202,86,7.0,7.0,1.0,1.16
1344,John Marshall Senior High,Los Angeles Unified,Los Angeles,552,395,578,493,177.0,44.81,244.0,49.49
1345,Verdugo Hills Senior High,Los Angeles Unified,Los Angeles,327,108,306,269,52.0,48.15,87.0,32.34
1346,John F. Kennedy High,Los Angeles Unified,Los Angeles,463,245,544,506,78.0,31.84,162.0,32.02
1347,School of Arts and Enterprise,SBE - The School of Arts and Enterprise,Los Angeles,75,69,94,29,8.0,11.59,6.0,20.69
1348,EPIC de Cesar Chavez,Nevada County Office of Education,Nevada,440,0,0,0,0.0,0.0,0.0,0.0
1349,Alternative Education-San Joaquin High,Irvine Unified,Orange,5,1,4,2,7.0,7.0,7.0,7.0
1350,Petersen Alternative Center for Education,Stanislaus County Office of Education,Stanislaus,69,1,45,1,7.0,7.0,7.0,7.0
1351,Leland High,San Jose Unified,Santa Clara,454,133,497,396,112.0,84.21,345.0,87.12
1352,Credo High,Cotati-Rohnert Park Unified,Sonoma,65,0,86,0,0.0,0.0,0.0,0.0
1353,Rancho Cotate High,Cotati-Rohnert Park Unified,Sonoma,343,105,383,60,39.0,37.14,28.0,46.67
1354,Foothill Technology High,Ventura Unified,Ventura,222,92,235,165,63.0,68.48,131.0,79.39
1355,Pajaro Valley High,Pajaro Valley Unified,Santa Cruz,294,73,328,92,11.0,15.07,34.0,36.96
1356,Lincoln High,Lincoln Unified,San Joaquin,676,207,724,168,107.0,51.69,134.0,79.76
1357,Dos Pueblos Senior High,Santa Barbara Unified,Santa Barbara,486,191,474,206,142.0,74.35,160.0,77.67
1358,San Marcos Senior High,Santa Barbara Unified,Santa Barbara,535,183,497,185,116.0,63.39,161.0,87.03
1359,Lindhurst High,Marysville Joint Unified,Yuba,214,38,283,42,13.0,34.21,18.0,42.86
1360,PUC Lakeview Charter High,Los Angeles Unified,Los Angeles,100,76,102,73,19.0,25.0,31.0,42.47
1361,Huntington Beach High,Huntington Beach Union High,Orange,718,270,727,304,202.0,74.81,269.0,88.49
1362,Laguna Beach High,Laguna Beach Unified,Orange,294,57,269,62,45.0,78.95,56.0,90.32
1363,Whale Gulch High,Leggett Valley Unified,Mendocino,1,1,3,4,7.0,7.0,7.0,7.0
1364,Merced Scholars Charter,Merced County Office of Education,Merced,19,1,27,1,7.0,7.0,7.0,7.0
1365,Come Back Charter,Merced County Office of Education,Merced,19,0,0,0,0.0,0.0,0.0,0.0
1366,John F. Kennedy High,Corona-Norco Unified,Riverside,232,89,206,93,50.0,56.18,66.0,70.97
1367,Norco High,Corona-Norco Unified,Riverside,472,163,473,151,84.0,51.53,92.0,60.93
1368,Northgate High,Mt. Diablo Unified,Contra Costa,364,142,371,183,108.0,76.06,166.0,90.71
1369,Upper Lake High,Upper Lake Unified,Lake,74,12,70,13,7.0,7.0,7.0,7.0
1370,Montebello High,Montebello Unified,Los Angeles,628,171,599,108,63.0,36.84,54.0,50.0
1371,Da Vinci Science,Wiseburn Unified,Los Angeles,159,54,141,124,28.0,51.85,77.0,62.1
1372,College and Career Preparatory Academy,Orange County Department of Education,Orange,96,0,96,0,0.0,0.0,0.0,0.0
1373,Orange County Workforce Innovation High,Orange County Department of Education,Orange,7,1,84,0,7.0,7.0,0.0,0.0
1374,Elsinore High,Lake Elsinore Unified,Riverside,437,137,491,112,61.0,44.53,64.0,57.14
1375,Carlsbad High,Carlsbad Unified,San Diego,525,189,558,264,139.0,73.54,219.0,82.95
1376,William Finch,Glenn County Office of Education,Glenn,12,2,18,0,7.0,7.0,0.0,0.0
1377,William J. Johnston Community Day,Los Angeles Unified,Los Angeles,8,0,14,8,0.0,0.0,7.0,7.0
1378,California Connections Academy Southern California,Capistrano Unified,Orange,618,76,581,65,42.0,55.26,44.0,67.69
1379,Woodcreek High,Roseville Joint Union High,Placer,537,182,521,201,146.0,80.22,167.0,83.08
1380,Fontana High,Fontana Unified,San Bernardino,538,218,578,506,38.0,17.43,97.0,19.17
1381,Escondido High,Escondido Union High,San Diego,580,191,532,163,63.0,32.98,65.0,39.88
1382,Galileo High,San Francisco Unified,San Francisco,462,263,446,206,146.0,55.51,142.0,68.93
1383,O'Connell (John) High,San Francisco Unified,San Francisco,99,23,102,2,4.0,17.39,7.0,7.0
1384,Nea Community Learning Center,Alameda Unified,Alameda,18,12,33,15,7.0,7.0,4.0,26.67
1385,Phillip J Patino School of Entrepreneurship,Fresno Unified,Fresno,71,19,70,63,11.0,57.89,13.0,20.63
1386,Kern Valley High,Kern High,Kern,113,16,118,8,5.0,31.25,7.0,7.0
1387,El Segundo High,El Segundo Unified,Los Angeles,292,140,286,173,92.0,65.71,150.0,86.71
1388,Thirty-Second Street USC Performing Arts,Los Angeles Unified,Los Angeles,73,57,77,73,11.0,19.3,22.0,30.14
1389,Natomas Pacific Pathways Prep,Natomas Unified,Sacramento,155,111,147,72,71.0,63.96,47.0,65.28
1390,Modoc High,Modoc Joint Unified,Modoc,55,9,54,6,7.0,7.0,7.0,7.0
1391,Coleville High,Eastern Sierra Unified,Mono,17,8,17,10,7.0,7.0,7.0,7.0
1392,Lee Vining High,Eastern Sierra Unified,Mono,5,3,6,3,7.0,7.0,7.0,7.0
1393,California STEAM San Bernardino,Trona Joint Unified,San Bernardino,305,5,247,2,7.0,7.0,7.0,7.0
1394,Trona High,Trona Joint Unified,San Bernardino,17,4,22,9,7.0,7.0,7.0,7.0
1395,Eagle Tree Continuation,Los Angeles Unified,Los Angeles,57,0,7,22,0.0,0.0,0.0,0.0
1396,John C. Fremont Senior High,Los Angeles Unified,Los Angeles,402,85,452,465,9.0,10.59,25.0,5.38
1397,Ulysses S. Grant Senior High,Los Angeles Unified,Los Angeles,432,151,401,373,55.0,36.42,94.0,25.2
1398,Hollywood Senior High,Los Angeles Unified,Los Angeles,334,174,320,309,61.0,35.06,89.0,28.8
1399,Thomas Jefferson Senior High,Los Angeles Unified,Los Angeles,116,68,163,131,6.0,8.82,9.0,6.87
1400,Vasquez High,Acton-Agua Dulce Unified,Los Angeles,86,19,90,19,10.0,52.63,13.0,68.42
1401,Mountain View High,San Jacinto Unified,Riverside,159,2,87,7,7.0,7.0,7.0,7.0
1402,San Jacinto High,San Jacinto Unified,Riverside,574,185,617,504,44.0,23.78,69.0,13.69
1403,Castlemont High,Oakland Unified,Alameda,182,46,229,23,4.0,8.7,3.0,13.04
1404,Oakland High,Oakland Unified,Alameda,328,116,409,110,35.0,30.17,44.0,40.0
1405,New Technology High,Sacramento City Unified,Sacramento,43,12,44,36,7.0,7.0,6.0,16.67
1406,San Joaquin County Community,San Joaquin County Office of Education,San Joaquin,218,1,452,0,7.0,7.0,0.0,0.0
1407,Pioneer Valley High,Santa Maria Joint Union High,Santa Barbara,587,143,673,105,56.0,39.16,61.0,58.1
1408,Charter Oak High,Charter Oak Unified,Los Angeles,364,162,355,107,85.0,52.47,74.0,69.16
1409,Mendocino High,Mendocino Unified,Mendocino,44,17,36,10,12.0,70.59,7.0,7.0
1410,La Quinta High,Garden Grove Unified,Orange,561,343,525,380,261.0,76.09,317.0,83.42
1411,Arthur A. Benjamin Health Professions High,Sacramento City Unified,Sacramento,42,5,66,58,7.0,7.0,11.0,18.97
1412,School of Engineering & Sciences,Sacramento City Unified,Sacramento,58,24,57,47,15.0,62.5,20.0,42.55
1413,John F. Kennedy High,Sacramento City Unified,Sacramento,537,187,505,453,92.0,49.2,149.0,32.89
1414,Gridley High,Gridley Unified,Butte,158,64,154,94,30.0,46.88,40.0,42.55
1415,Rosamond High Early College Campus,Southern Kern Unified,Kern,194,40,209,12,14.0,35.0,7.0,7.0
1416,Heritage High,Perris Union High,Riverside,610,229,719,197,56.0,24.45,70.0,35.53
1417,John C. Kimball High,Tracy Joint Unified,San Joaquin,349,124,377,87,69.0,55.65,67.0,77.01
1418,Frazier Mountain High,El Tejon Unified,Kern,61,13,72,7,7.0,7.0,7.0,7.0
1419,Bell Senior High,Los Angeles Unified,Los Angeles,575,318,554,543,75.0,23.58,113.0,20.81
1420,Metropolitan Continuation,Los Angeles Unified,Los Angeles,17,4,13,19,7.0,7.0,0.0,0.0
1421,Zane Grey Continuation,Los Angeles Unified,Los Angeles,25,2,26,8,7.0,7.0,7.0,7.0
1422,SVUSD Virtual Academy (Alternative),Saddleback Valley Unified,Orange,23,0,22,0,0.0,0.0,0.0,0.0
1423,California Virtual Academy @ San Diego,Spencer Valley Elementary,San Diego,183,26,222,17,14.0,53.85,8.0,47.06
1424,MAAC Community Charter,Sweetwater Union High,San Diego,153,1,35,0,7.0,7.0,0.0,0.0
1425,Lakewood High,Long Beach Unified,Los Angeles,743,595,739,658,189.0,31.76,163.0,24.77
1426,Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles,543,223,514,434,69.0,30.94,92.0,21.2
1427,North Hollywood Senior High,Los Angeles Unified,Los Angeles,573,242,545,533,91.0,37.6,186.0,34.9
1428,Sylmar Charter High,Los Angeles Unified,Los Angeles,361,182,352,317,45.0,24.73,60.0,18.93
1429,Rancho Vista High,Temecula Valley Unified,Riverside,113,2,60,1,7.0,7.0,7.0,7.0
1430,Pacific Coast Academy,Dehesa Elementary,San Diego,47,0,70,2,0.0,0.0,7.0,7.0
1431,Pivot Charter School - San Diego II,San Marcos Unified,San Diego,25,2,15,2,7.0,7.0,7.0,7.0
1432,ABC Secondary (Alternative),ABC Unified,Los Angeles,58,1,13,0,7.0,7.0,0.0,0.0
1433,Animo Pat Brown,Los Angeles Unified,Los Angeles,131,103,140,101,19.0,18.45,20.0,19.8
1434,International Studies Learning Center at Legacy High School Complex,Los Angeles Unified,Los Angeles,84,61,94,91,21.0,34.43,30.0,32.97
1435,John Adams Academy,Loomis Union Elementary,Placer,46,18,86,20,9.0,50.0,15.0,75.0
1436,Confluence Continuation High,Placer Union High,Placer,37,1,31,0,7.0,7.0,0.0,0.0
1437,Citrus Hill High,Val Verde Unified,Riverside,481,447,433,367,93.0,20.81,65.0,17.71
1438,Denair High,Denair Unified,Stanislaus,60,29,67,3,10.0,34.48,7.0,7.0
1439,Dewolf Continuation High,Fresno Unified,Fresno,126,1,48,2,7.0,7.0,7.0,7.0
1440,Herbert Hoover High,Fresno Unified,Fresno,360,89,420,311,14.0,15.73,45.0,14.47
1441,Glendora High,Glendora Unified,Los Angeles,591,248,567,284,186.0,75.0,256.0,90.14
1442,Seaside High,Monterey Peninsula Unified,Monterey,276,177,259,85,42.0,23.73,22.0,25.88
1443,Pacific Career and Technology High,Twin Rivers Unified,Sacramento,96,63,27,1,1.0,1.59,7.0,7.0
1444,Oak Hills High,Hesperia Unified,San Bernardino,570,201,590,181,84.0,41.79,108.0,59.67
1445,Mattole Triple Junction High,Mattole Unified,Humboldt,3,3,1,0,7.0,7.0,0.0,0.0
1446,Novato High,Novato Unified,Marin,326,144,367,136,74.0,51.39,98.0,72.06
1447,Horizon Charter,Western Placer Unified,Placer,273,14,232,13,7.0,7.0,7.0,7.0
1448,Marshall (Thurgood) High,San Francisco Unified,San Francisco,104,51,122,55,8.0,15.69,7.0,12.73
1449,Westlake High,Conejo Valley Unified,Ventura,547,209,596,269,167.0,79.9,240.0,89.22
1450,Lincoln High,San Diego Unified,San Diego,364,157,354,137,22.0,14.01,19.0,13.87
1451,Hume Lake Charter,Fresno County Office of Education,Fresno,2,2,8,6,7.0,7.0,7.0,7.0
1452,San Juan High,San Juan Unified,Sacramento,170,40,145,52,7.0,17.5,14.0,26.92
1453,New Vision High,Manteca Unified,San Joaquin,65,1,19,0,7.0,7.0,0.0,0.0
1454,Sierra High,Manteca Unified,San Joaquin,333,109,353,67,55.0,50.46,47.0,70.15
1455,Mt. Shasta High,Siskiyou Union High,Siskiyou,76,23,64,18,13.0,56.52,12.0,66.67
1456,Santa Teresa High,East Side Union High,Santa Clara,529,194,520,462,120.0,61.86,248.0,53.68
1457,Foothill High,East Side Union High,Santa Clara,211,0,63,42,0.0,0.0,1.0,2.38
1458,Jesse M. Bethel High,Vallejo City Unified,Solano,380,131,397,97,35.0,26.72,43.0,44.33
1459,MIT Academy,Vallejo City Unified,Solano,121,74,136,63,18.0,24.32,36.0,57.14
1460,Travis Education Center,Travis Unified,Solano,40,1,25,0,7.0,7.0,0.0,0.0
1461,Crescent Valley Public Charter II,Stone Corral Elementary,Tulare,35,4,144,0,7.0,7.0,0.0,0.0
1462,Kaweah High,Exeter Unified,Tulare,28,0,26,1,0.0,0.0,7.0,7.0
1463,Connections Visual and Performing Arts Academy,Summerville Union High,Tuolumne,43,0,48,0,0.0,0.0,0.0,0.0
1464,Simi Valley High,Simi Valley Unified,Ventura,537,118,541,130,69.0,58.47,103.0,79.23
1465,Summit Public School: Shasta,Jefferson Union High,San Mateo,101,64,106,96,40.0,62.5,75.0,78.13
1466,Liberty High (Alternative),San Jose Unified,Santa Clara,190,5,88,67,7.0,7.0,3.0,4.48
1467,"Architecture, Construction & Engineering Charter High (ACE)",Oxnard Union High,Ventura,45,10,56,4,7.0,7.0,7.0,7.0
1468,Ocean Grove Charter,San Lorenzo Valley Unified,Santa Cruz,89,8,121,9,7.0,7.0,7.0,7.0
1469,Santa Paula High,Santa Paula Unified,Ventura,372,95,359,116,41.0,43.16,57.0,49.14
1470,Esparto High,Esparto Unified,Yolo,44,16,78,18,4.0,25.0,11.0,61.11
1471,Carpinteria Senior High,Carpinteria Unified,Santa Barbara,148,49,145,63,31.0,63.27,45.0,71.43
1472,West Valley High,Anderson Union High,Shasta,214,52,201,49,18.0,34.62,32.0,65.31
1473,Freedom High,Liberty Union High,Contra Costa,649,184,613,151,66.0,35.87,83.0,54.97
1474,Crossroads High,Mt. Diablo Unified,Contra Costa,25,0,7,0,0.0,0.0,0.0,0.0
1475,Anahuacalmecac International University Preparatory of North America,SBE - Anahuacalmecac International University Preparatory of North America,Los Angeles,14,0,21,0,0.0,0.0,0.0,0.0
1476,Academia Avance Charter,SBE - Academia Avance Charter,Los Angeles,65,42,54,40,5.0,11.9,6.0,15.0
1477,Prepa Tec Los Angeles High,SBE - Prepa Tec Los Angeles High,Los Angeles,0,0,97,47,0.0,0.0,4.0,8.51
1478,Vantage Point Charter,Penn Valley Union Elementary,Nevada,6,1,3,0,7.0,7.0,0.0,0.0
1479,Amador High,Amador County Unified,Amador,154,26,185,35,18.0,69.23,30.0,85.71
1480,Argonaut High,Amador County Unified,Amador,96,27,100,13,15.0,55.56,7.0,7.0
1481,Inspire Charter School - Kern,Maricopa Unified,Kern,78,4,115,7,7.0,7.0,7.0,7.0
1482,Alliance Marine - Innovation and Technology 6-12 Complex,Los Angeles Unified,Los Angeles,0,1,51,50,7.0,7.0,10.0,20.0
1483,Nuview Bridge Early College High,Nuview Union,Riverside,157,124,149,121,56.0,45.16,65.0,53.72
1484,Rancho Mirage High,Palm Springs Unified,Riverside,362,86,396,131,32.0,37.21,69.0,52.67
